73;ec:e1:a9:b1:db:80;SJ680S2ANGOAP02;8.5.164.0;15.2.2.0;WLC-5522;AIR-CAP1602I-A-K9;FGL1728W3M2;10.5.15.70;WLC-8540;255.255.255.192;10.5.15.65;CentroInnovacionAngelini;15.3(3)JF12i$;10.6.100.22
74;ec:e1:a9:b1:f0:50;SJ680S1ANGOAP02;8.5.164.0;15.2.2.0;WLC-5522;AIR-CAP1602I-A-K9;FGL1728S3MG;10.5.15.136;WLC-8540;255.255.255.192;10.5.15.129;CentroInnovacionAngelini;15.3(3)JF12i$;10.6.100.22
75;f0:7f:06:59:b5:40;SJ680P9ANGOAP02;8.5.164.0;15.2.4.5;WLC-5522;AIR-CAP2702I-A-K9;FTX1836718P;10.5.9.105;WLC-8540;255.255.255.0;10.5.9.1;CentroInnovacionAngeliniP9ceibo;15.3(3)JF12i$;10.6.100.22
76;f0:7f:06:69:a8:a0;SJ680P9ANGOCEIB;8.5.164.0;15.2.4.5;WLC-5522;AIR-CAP2702I-A-K9;FTX1836R11S;10.5.9.104;WLC-8540;255.255.255.0;10.5.9.1;CentroInnovacionAngeliniP9ceibo;15.3(3)JF12i$;10.6.100.22
77;f0:7f:06:86:32:e0;SJ680P9ANGONORO;8.5.164.0;15.2.4.5;WLC-5522;AIR-CAP2702I-A-K9;FTX18367190;10.5.9.103;WLC-8540;255.255.255.0;10.5.9.1;CentroInnovacionAngeliniP9;15.3(3)JF12i$;10.6.100.22
78;f4:1f:c2:70:d6:f0;SJ680P2ANGONORT;8.5.164.0;12.4.25.0;WLC-5522;AIR-CAP2602I-A-K9;FGL1717W798;10.5.16.11;WLC-8540;255.255.255.192;10.5.16.1;CentroInnovacionAngelini_P1_2;15.3(3)JF12i$;10.6.100.22
79;f8:4f:57:31:a3:b0;SJ680P5ANGONORP;8.5.164.0;12.4.25.0;WLC-5522;AIR-CAP2602I-A-K9;FGL1727X3NE;10.5.23.11;WLC-8540;255.255.255.0;10.5.23.1;CentroInnovacionAngelini_P5;15.3(3)JF12i$;10.6.100.22
80;f8:4f:57:3b:77:c0;SJ680P5ANGOAP01;8.5.164.0;12.4.25.0;WLC-5522;AIR-CAP2602I-A-K9;FGL1727X3L2;10.5.23.13;WLC-8540;255.255.255.0;10.5.23.1;CentroInnovacionAngelini_P5;15.3(3)JF12i$;10.6.100.22
81;f8:4f:57:a4:3a:c0;SJ680P5ANGOAP03;8.5.164.0;12.4.25.0;WLC-5522;AIR-CAP2602I-A-K9;FGL1727X3PB;10.5.23.10;WLC-8540;255.255.255.0;10.5.23.1;CentroInnovacionAngelini_P5;15.3(3)JF12i$;10.6.100.22
82;f8:4f:57:a4:b5:e0;SJ680PAANGOAP02;8.5.164.0;12.4.25.0;WLC-5522;AIR-CAP2602I-A-K9;FGL1727X437;10.5.18.10;WLC-8540;255.255.255.192;10.5.18.1;CentroInnovacionAngeliniP10;15.3(3)JF12i$;10.6.100.22
83;f8:4f:57:a4:fb:b0;SJ680PAANGOAP01;8.5.164.0;12.4.25.0;WLC-5522;AIR-CAP2602I-A-K9;FGL1727X3RX;10.5.18.13;WLC-8540;255.255.255.192;10.5.18.1;CentroInnovacionAngeliniP10;15.3(3)JF12i$;10.6.100.22
84;f8:4f:57:aa:2f:00;SJ680S1ANGOAP01;8.5.164.0;15.2.2.0;WLC-5522;AIR-CAP1602I-A-K9;FGL1728S3ML;10.5.15.135;WLC-8540;255.255.255.192;10.5.15.129;CentroInnovacionAngelini;15.3(3)JF12i$;10.6.100.22
85;f8:4f:57:ca:38:00;SJ680PAANGOPONI;8.5.164.0;12.4.25.0;WLC-5522;AIR-CAP2602I-A-K9;FGL1727X3VV;10.5.18.12;WLC-8540;255.255.255.192;10.5.18.1;CentroInnovacionAngeliniP10;15.3(3)JF12i$;10.6.100.22
86;00:1c:0f:4c:17:f0;OR973P1ARTOMOZA;8.0.152.0;12.3.8.0;WLC-5508;AIR-LAP1131AG-A-K9;FTX1121T3KC;10.144.16.103;WLC-5508-MED;255.255.255.0;10.144.16.1;Base;12.4(25e)JAP12$;10.6.100.44
87;00:24:c4:2f:58:20;OR983P2QUAOQUA1;8.0.152.0;12.3.8.0;WLC-5508;AIR-LAP1131G-A-K9;FTX1313N0YY;10.144.16.107;WLC-5508-MED;255.255.255.0;10.144.16.1;Qualitas;12.4(25e)JAP12$;10.6.100.44
88;00:27:0d:72:bf:40;SJ720P3EGBOAP06;8.0.152.0;12.3.8.0;WLC-5508;AIR-LAP1131G-A-K9;FTX1342N4JL;10.5.21.112;WLC-5508-MED;255.255.255.0;10.5.21.1;Base;12.4(25e)JAP12$;10.6.100.44
89;00:27:0d:b1:f8:e0;OR972P2ARTS7AP1;8.0.152.0;12.3.8.0;WLC-5508;AIR-LAP1131G-A-K9;FTX1342N4JT;10.144.31.104;WLC-5508-MED;255.255.255.0;10.144.31.1;BaseUCeventos;12.4(25e)JAP12$;10.6.100.44
90;00:27:0d:b1:fa:40;SJ720P3EGBOAP04;8.0.152.0;12.3.8.0;WLC-5508;AIR-LAP1131G-A-K9;FTX1342N4JG;10.5.21.113;WLC-5508-MED;255.255.255.0;10.5.21.1;Base;12.4(25e)JAP12$;10.6.100.44
91;00:3a:98:1c:a9:90;OR972P2ARTSALA8;8.0.152.0;12.3.8.0;WLC-5508;AIR-LAP1131G-A-K9;FTX1411T1DK;10.144.31.105;WLC-5508-MED;255.255.255.0;10.144.31.1;BaseUCeventos;12.4(25e)JAP12$;10.6.100.44
92;00:3a:98:4c:24:50;OR972P2ARTSALA9;8.0.152.0;12.3.8.0;WLC-5508;AIR-LAP1131G-A-K9;FTX1411T1E0;10.144.16.130;WLC-5508-MED;255.255.255.0;10.144.16.1;BaseUCeventos;12.4(25e)JAP12$;10.6.100.44
93;00:3a:9a:60:2a:80;OR971P1CEXOINDI;8.0.152.0;12.3.8.0;WLC-5508;AIR-LAP1131G-A-K9;FTX1616N022;10.144.10.101;WLC-5508-MED;255.255.255.0;10.144.10.1;Base;12.4(25e)JAP12$;10.6.100.44
94;20:3a:07:99:c3:00;SJ101P1ECMGAP02;8.0.152.0;12.4.23.2;WLC-5508;AIR-CAP1552E-A-K9;FTX1637P0PZ;10.5.4.30;;255.255.255.0;10.5.4.1;Expo;15.3(3)JAA12$;10.6.100.44
95;34:a8:4e:50:77:c0;SJ101P1ECMGAP01;8.0.152.0;12.4.23.2;WLC-5508;AIR-CAP1552E-A-K9;FTX1637P0PS;10.5.4.10;;255.255.255.0;10.5.4.1;Expo;15.3(3)JAA12$;10.6.100.44
96;00:27:e3:62:7b:a0;CC110P3SGROAP01;8.5.164.0;15.3.0.0;WLC-8540;AIR-CAP1702I-A-K9;FCW2114NA6M;10.65.55.112;WLC-8541;255.255.255.0;10.65.55.1;Base;15.3(3)JF12i$;10.6.100.77
97;00:29:c2:2b:4a:80;CC180P3MEDOESTU;8.5.164.0;1.1.2.4;WLC-8540;AIR-AP1852I-A-K9;KWC22500180;10.65.21.100;WLC-8541;255.255.255.0;10.65.21.1;Base;8.5.164.0;10.6.100.77
98;00:2c:c8:8a:b5:60;CC210P7BIOOAP01;8.5.164.0;1.1.2.4;WLC-8540;AIR-AP1815I-A-K9;FGL2113B0JE;10.65.15.149;WLC-8541;255.255.255.0;10.65.15.1;Base;8.5.164.0;10.6.100.77
99;00:35:1a:05:b5:10;LX111P1BIOMAP01;8.5.164.0;15.2.4.5;WLC-8540;AIR-CAP2702I-A-K9;FCW1951NRQ9;10.176.11.100;WLC-8541;255.255.255.0;10.176.11.1;Base;15.3(3)JF12i$;10.6.100.77
100;00:35:1a:05:b6:40;CC200P1DEROP01S;8.5.164.0;15.2.4.5;WLC-8540;AIR-CAP2702I-A-K9;FCW1951NRWK;10.65.17.101;WLC-8541;255.255.255.0;10.65.17.1;Base;15.3(3)JF12i$;10.6.100.77
101;00:35:1a:05:b7:a0;LX111P1BIOOAP01;8.5.164.0;15.2.4.5;WLC-8540;AIR-CAP2702I-A-K9;FCW1951NRQ4;10.176.11.102;WLC-8541;255.255.255.0;10.176.11.1;Base;15.3(3)JF12i$;10.6.100.77
